# TimeStamp   : 2020-07-29 16:31:34
# Strategy    : MasterCode
# Symbol      : NG
# TimeFrame   : M10
# Date Range  : 2009-10-01 --> 2019-12-30
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# === All parameters need to be INTEGER ===
# 
#  - Main node within <Inputs> and </Inputs>
# 
#  - Fixed-input parameters are with syntax:
# 
#     <Input>
#       <Name>parameter_name</Name>
#       <Value>0.5</Value>
#     </Input>
# 
#  - Optimizable parameter are with syntax:
# 
#     <OptRange>
#       <Name>parameter_name</Name>
#       <Start>1</Start>
#       <Stop>20</Stop>
#       <Step>1</Step>
#     </OptRange>
# 
# For Backtest: only the <Start> value of <OptRange> parameters is read.
# 
# Names of input variables must match those in 'mode_factory_sequential'
# 
# Names of optimization variables ("fractN_long", "fractN_short")
# and "Side_switch" must match in 'validation.cpp'
# 
# -->
# <Inputs>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1 = L, 2 = S, 3 = both -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..8:1 -->
#         <Start>1</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..4:1 -->
#         <Start>1</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>DOW_switch</Name>         <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Intraday_switch</Name>    <!-- 0..10:1 -->
#         <Start>0</Start>
#         <Stop>10</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..56:1 -->
#         <Start>0</Start>
#         <Stop>56</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..56:1 -->
#         <Start>0</Start>
#         <Stop>56</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>MktRegimeL_switch</Name>  <!-- 0..8:1 -->
#         <Start>0</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>MktRegimeS_switch</Name>  <!-- 0..8:1 -->
#         <Start>0</Start>
#         <Stop>8</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>DPS_switch</Name>         <!--  0 (false) or 1 (true) -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>Exit_switch</Name>        <!-- 1..5:1 -->
#         <Start>1</Start>
#         <Stop>1</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>        <!-- 0..4:1 -->
#         <Start>0</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>       <!-- 0..4:1 -->
#         <Start>0</Start>
#         <Stop>4</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades, AvgTicks,  WinPerc,PftFactor,   NP/MDD,Expectancy,  Z-score,BOMR_switch,Side_switch,   MyStop,POI_switch,Distance_switch,DOW_switch,Intraday_switch,Filter1L_switch,Filter1S_switch,MktRegimeL_switch,MktRegimeS_switch,DPS_switch,Exit_switch,fractN_long,fractN_short,  epsilon,
       30,    11.57,    56.67,     1.47,     0.61,     0.21,     0.76,          2,          2,          0,          7,          3,          0,          0,          0,         47,          0,          0,          0,          1,          0,          3,          0,
       96,    16.98,    46.88,     1.29,     0.77,     0.15,     0.76,          2,          2,          0,          6,          1,          5,         10,          0,         37,          0,          0,          0,          1,          0,          0,          0,
       90,     8.23,    43.33,     1.31,     1.12,     0.17,     0.76,          2,          2,          0,          6,          1,          5,          0,          0,         11,          0,          0,          0,          1,          0,          1,          0,
       42,    34.29,    50.00,     1.42,     0.86,     0.21,     0.76,          2,          2,          0,          6,          1,          0,          0,          0,         34,          0,          0,          0,          1,          0,          2,          0,
       41,    36.12,    51.22,     1.42,     0.86,     0.21,     0.76,          2,          2,          0,          6,          3,          0,          0,          0,         34,          0,          0,          0,          1,          0,          1,          0,
      445,     5.71,    50.79,     1.12,     1.01,     0.06,     0.75,          2,          2,          0,          6,          2,          0,          0,          0,         10,          0,          0,          0,          1,          0,          0,          0,
      197,     5.49,    53.81,     1.20,     2.01,     0.09,     0.74,          2,          2,          0,          6,          4,          0,          0,          0,          7,          0,          0,          0,          1,          0,          1,          0,
       81,     9.43,    45.68,     1.29,     1.03,     0.16,     0.74,          2,          2,          0,          6,          2,          5,          6,          0,         11,          0,          0,          0,          1,          0,          0,          0,
      250,     2.33,    50.40,     1.15,     1.14,     0.07,     0.74,          2,          2,          0,          6,          4,          0,          0,          0,          3,          0,          0,          0,          1,          0,          4,          0,
       86,     9.95,    58.14,     1.24,     0.94,     0.10,     0.74,          2,          2,          0,          6,          1,          5,          0,          0,         38,          0,          0,          0,          1,          0,          1,          0,
       77,    12.09,    59.74,     1.26,     0.88,     0.10,     0.74,          2,          2,          0,          6,          1,          5,          0,          0,         38,          0,          0,          0,          1,          0,          2,          0,
       70,    14.36,    58.57,     1.27,     1.08,     0.11,     0.73,          2,          2,          0,          6,          3,          5,          0,          0,         38,          0,          0,          0,          1,          0,          1,          0,
       42,    33.24,    50.00,     1.40,     0.87,     0.20,     0.73,          2,          2,          0,          6,          2,          0,          0,          0,         34,          0,          0,          0,          1,          0,          2,          0,
       93,    16.53,    58.06,     1.30,     0.61,     0.12,     0.73,          2,          2,          0,          6,          2,          0,          0,          0,         56,          0,          0,          0,          1,          0,          2,          0,
      220,     8.48,    50.00,     1.16,     0.62,     0.08,     0.72,          2,          2,          0,          6,          1,          5,          0,          0,         35,          0,          0,          0,          1,          0,          2,          0,
       53,     2.28,    41.51,     1.36,     0.65,     0.21,     0.71,          2,          2,          0,          6,          4,          5,          0,          0,         31,          0,          0,          0,          1,          0,          3,          0,
       95,     7.24,    43.16,     1.27,     1.06,     0.15,     0.71,          2,          2,          0,          6,          1,          5,          0,          0,         11,          0,          0,          0,          1,          0,          0,          0,
       89,    15.39,    53.93,     1.30,     0.63,     0.14,     0.71,          2,          2,          0,          6,          3,          5,          0,          0,         56,          0,          0,          0,          1,          0,          0,          0,
      277,     8.03,    53.43,     1.15,     0.64,     0.07,     0.71,          2,          2,          0,          6,          4,          0,          0,          0,         30,          0,          0,          0,          1,          0,          2,          0,
      277,     7.90,    53.43,     1.15,     0.65,     0.07,     0.70,          2,          2,          0,          6,          1,          0,          0,          0,         30,          0,          0,          0,          1,          0,          0,          0,
       95,    13.80,    55.79,     1.28,     0.61,     0.12,     0.70,          2,          2,          0,          6,          1,          0,          0,          0,         56,          0,          0,          0,          1,          0,          2,          0,
       44,     7.27,    54.55,     1.42,     0.98,     0.19,     0.70,          2,          2,          0,          6,          4,          5,          0,          0,         52,          0,          0,          0,          1,          0,          4,          0,
       86,    11.24,    58.14,     1.23,     0.88,     0.10,     0.69,          2,          2,          0,          6,          3,          0,          0,          0,         38,          0,          0,          0,          1,          0,          0,          0,
      262,     8.42,    53.44,     1.15,     0.65,     0.07,     0.69,          2,          2,          0,          6,          2,          5,          0,          0,         30,          0,          0,          0,          1,          0,          0,          0,
       93,     6.86,    44.09,     1.24,     0.74,     0.14,     0.69,          2,          2,          0,          6,          2,          0,          6,          0,         11,          0,          0,          0,          1,          0,          0,          0,
      226,     5.68,    49.56,     1.14,     0.97,     0.07,     0.68,          2,          2,          0,          6,          2,          5,         10,          0,          6,          0,          0,          0,          1,          0,          0,          0,
       81,     9.16,    48.15,     1.24,     1.70,     0.12,     0.68,          2,          2,          0,          6,          4,          0,          0,          0,          2,          0,          0,          0,          1,          0,          3,          0,
       90,     5.40,    44.44,     1.24,     1.14,     0.13,     0.68,          2,          2,          0,          6,          2,          5,          0,          0,         18,          0,          0,          0,          1,          0,          1,          0,
      139,     7.35,    53.24,     1.19,     0.79,     0.09,     0.68,          2,          2,          0,          6,          3,          0,          0,          0,          7,          0,          0,          0,          1,          0,          1,          0,
      142,     7.04,    50.00,     1.18,     0.91,     0.09,     0.68,          2,          2,          0,          6,          1,          0,          0,          0,          7,          0,          0,          0,          1,          0,          2,          0,
      316,     6.80,    47.15,     1.12,     1.28,     0.06,     0.67,          2,          2,          0,          6,          3,          0,          0,          0,          1,          0,          0,          0,          1,          0,          1,          0,
       52,     8.65,    48.08,     1.34,     1.18,     0.18,     0.67,          2,          2,          0,          6,          1,          5,         10,          0,         48,          0,          0,          0,          1,          0,          0,          0,
       76,    14.47,    59.21,     1.23,     0.79,     0.09,     0.67,          2,          2,          0,          6,          4,          5,          0,          0,         38,          0,          0,          0,          1,          0,          3,          0,
       93,     7.59,    55.91,     1.24,     0.84,     0.10,     0.66,          2,          2,          0,          6,          4,          0,          0,          0,         38,          0,          0,          0,          1,          0,          1,          0,
       52,     8.60,    48.08,     1.33,     1.15,     0.17,     0.66,          2,          2,          0,          6,          2,          5,         10,          0,         48,          0,          0,          0,          1,          0,          0,          0,
      248,     9.91,    53.63,     1.14,     0.51,     0.06,     0.66,          2,          2,          0,          6,          2,          5,          6,          0,         51,          0,          0,          0,          1,          0,          0,          0,
       70,    19.71,    60.00,     1.32,     0.55,     0.13,     0.65,          2,          2,          0,          6,          4,          2,          0,          0,         56,          0,          0,          0,          1,          0,          4,          0,
      172,     7.34,    50.00,     1.16,     0.67,     0.08,     0.65,          2,          2,          0,          6,          3,          5,          0,          0,          6,          0,          0,          0,          1,          0,          1,          0,
      242,     7.38,    49.17,     1.14,     0.70,     0.07,     0.65,          2,          2,          0,          6,          3,          0,          0,          0,         35,          0,          0,          0,          1,          0,          1,          0,
       78,     8.38,    44.87,     1.26,     1.36,     0.14,     0.65,          2,          2,          0,          6,          2,          5,          0,          0,         18,          0,          0,          0,          1,          0,          2,          0,
       70,     9.19,    47.14,     1.25,     1.49,     0.13,     0.64,          2,          2,          0,          6,          4,          5,          0,          0,          2,          0,          0,          0,          1,          0,          3,          0,
       90,     8.96,    56.67,     1.20,     0.78,     0.09,     0.64,          2,          2,          0,          6,          4,          0,          0,          0,         38,          0,          0,          0,          1,          0,          2,          0,
       63,    11.97,    42.86,     1.35,     1.56,     0.20,     0.63,          2,          2,          0,          6,          3,          0,          0,          0,         52,          0,          0,          0,          1,          0,          1,          0,
       58,     0.81,    46.55,     1.29,     0.64,     0.15,     0.63,          2,          2,          0,          6,          3,          5,          0,          0,         31,          0,          0,          0,          1,          0,          0,          0,
      261,     8.19,    54.02,     1.14,     0.49,     0.06,     0.62,          2,          2,          0,          6,          2,          0,          6,          0,         30,          0,          0,          0,          1,          0,          0,          0,
       81,    12.20,    59.26,     1.21,     0.71,     0.08,     0.61,          2,          2,          0,          6,          4,          0,          0,          0,         38,          0,          0,          0,          1,          0,          3,          0,
      175,     5.87,    47.43,     1.15,     0.72,     0.08,     0.61,          2,          2,          0,          6,          1,          5,          0,          0,          6,          0,          0,          0,          1,          0,          2,          0,
       64,     8.31,    46.88,     1.26,     1.31,     0.14,     0.61,          2,          2,          0,          6,          3,          5,          0,          0,          2,          0,          0,          0,          1,          0,          1,          0,
      288,     7.25,    54.17,     1.13,     0.54,     0.06,     0.61,          2,          2,          0,          6,          4,          0,          0,          0,         30,          0,          0,          0,          1,          0,          1,          0,
      276,     7.79,    49.28,     1.12,     1.07,     0.06,     0.60,          2,          2,          0,          6,          4,          0,          0,          0,          1,          0,          0,          0,          1,          0,          4,          0,
      100,    14.49,    55.00,     1.23,     0.48,     0.10,     0.60,          2,          2,          0,          6,          4,          0,          0,          0,         56,          0,          0,          0,          1,          0,          3,          0,
       94,     9.78,    54.26,     1.19,     0.65,     0.09,     0.60,          2,          2,          0,          6,          4,          5,          0,          0,          7,          0,          0,          0,          1,          0,          4,          0,
       92,     3.98,    39.13,     1.21,     0.81,     0.13,     0.59,          2,          2,          0,          6,          1,          5,          0,          0,         18,          0,          0,          0,          1,          0,          0,          0,
       73,     8.00,    46.58,     1.23,     1.51,     0.12,     0.58,          2,          2,          0,          6,          3,          0,          0,          0,          2,          0,          0,          0,          1,          0,          1,          0,
      362,     4.38,    49.45,     1.10,     0.53,     0.05,     0.58,          2,          2,          0,          6,          2,          0,          0,          0,         51,          0,          0,          0,          1,          0,          1,          0,
      204,     3.78,    50.98,     1.12,     0.96,     0.06,     0.58,          2,          2,          0,          6,          3,          5,          0,          0,         51,          0,          0,          0,          1,          0,          1,          0,
       64,     8.77,    45.31,     1.23,     1.05,     0.13,     0.57,          2,          2,          0,          6,          1,          5,          0,          0,          2,          0,          0,          0,          1,          0,          2,          0,
       92,     3.60,    40.22,     1.20,     0.76,     0.12,     0.57,          2,          2,          0,          6,          2,          5,          0,          0,         18,          0,          0,          0,          1,          0,          0,          0,
      341,     5.03,    49.85,     1.10,     0.49,     0.05,     0.57,          2,          2,          0,          6,          1,          5,          0,          0,         51,          0,          0,          0,          1,          0,          0,          0,
       81,     9.16,    59.26,     1.19,     0.66,     0.08,     0.56,          2,          2,          0,          6,          1,          0,          0,          0,         38,          0,          0,          0,          1,          0,          2,          0,
      197,     8.96,    50.76,     1.13,     0.49,     0.06,     0.56,          2,          2,          0,          6,          4,          5,          0,          0,         35,          0,          0,          0,          1,          0,          4,          0,
      280,     6.47,    47.14,     1.11,     0.91,     0.06,     0.56,          2,          2,          0,          6,          1,          5,          0,          0,          1,          0,          0,          0,          1,          0,          2,          0,
       81,     6.63,    41.98,     1.21,     0.96,     0.12,     0.55,          2,          2,          0,          6,          4,          5,          0,          0,         18,          0,          0,          0,          1,          0,          3,          0,
       73,    11.30,    57.53,     1.20,     0.81,     0.08,     0.55,          2,          2,          0,          6,          3,          0,          0,          0,         38,          0,          0,          0,          1,          0,          1,          0,
       92,     4.66,    43.48,     1.19,     0.55,     0.11,     0.55,          2,          2,          0,          6,          1,          0,          6,          0,         11,          0,          0,          0,          1,          0,          0,          0,
      368,     4.22,    49.46,     1.09,     0.52,     0.05,     0.55,          2,          2,          0,          6,          4,          0,          0,          0,         51,          0,          0,          0,          1,          0,          2,          0,
       79,     8.33,    54.43,     1.19,     0.50,     0.08,     0.55,          2,          2,          0,          6,          1,          5,         10,          0,         38,          0,          0,          0,          1,          0,          0,          0,
      102,    12.30,    55.88,     1.21,     0.44,     0.09,     0.54,          2,          2,          0,          6,          2,          5,          0,          0,         56,          0,          0,          0,          1,          0,          1,          0,
      303,     4.42,    49.83,     1.10,     0.46,     0.05,     0.53,          2,          2,          0,          6,          1,          5,          0,          0,         51,          0,          0,          0,          1,          0,          1,          0,
       71,    -0.69,    35.21,     1.21,     0.58,     0.14,     0.53,          2,          2,          0,          6,          1,          0,          0,          0,         31,          0,          0,          0,          1,          0,          0,          0,
       74,     8.38,    44.59,     1.20,     1.24,     0.11,     0.53,          2,          2,          0,          6,          1,          0,          0,          0,          2,          0,          0,          0,          1,          0,          2,          0,
       78,     8.68,    53.85,     1.18,     0.49,     0.08,     0.53,          2,          2,          0,          6,          2,          5,         10,          0,         38,          0,          0,          0,          1,          0,          0,          0,
      354,     4.74,    48.87,     1.09,     0.86,     0.04,     0.52,          2,          2,          0,          6,          1,          5,          0,          0,          1,          0,          0,          0,          1,          0,          0,          0,
      331,     5.46,    48.34,     1.09,     0.98,     0.05,     0.52,          2,          2,          0,          6,          2,          0,          0,          0,          1,          0,          0,          0,          1,          0,          2,          0,
      131,     2.72,    50.38,     1.13,     0.75,     0.06,     0.52,          2,          2,          0,          6,          4,          5,          0,          0,         23,          0,          0,          0,          1,          0,          3,          0,
       58,    -1.67,    41.38,     1.23,     0.49,     0.13,     0.51,          2,          2,          0,          6,          1,          5,          0,          0,         31,          0,          0,          0,          1,          0,          1,          0,
      340,     4.73,    49.71,     1.09,     0.44,     0.05,     0.51,          2,          2,          0,          6,          2,          5,          0,          0,         51,          0,          0,          0,          1,          0,          0,          0,
       89,     5.25,    43.82,     1.18,     1.03,     0.10,     0.51,          2,          2,          0,          6,          3,          5,          0,          0,         18,          0,          0,          0,          1,          0,          0,          0,
      101,    11.66,    54.46,     1.19,     0.41,     0.09,     0.50,          2,          2,          0,          6,          1,          5,          0,          0,         56,          0,          0,          0,          1,          0,          1,          0,
       59,    -2.15,    49.15,     1.22,     0.38,     0.11,     0.50,          2,          2,          0,          6,          2,          5,          0,          0,         25,          0,          0,          0,          1,          0,          0,          0,
       72,     9.07,    52.78,     1.17,     0.78,     0.08,     0.50,          2,          2,          0,          7,          3,          0,          0,          0,         38,          0,          0,          0,          1,          0,          3,          0,
      337,     5.69,    49.26,     1.08,     0.88,     0.04,     0.50,          2,          2,          0,          6,          1,          5,          0,          0,          1,          0,          0,          0,          1,          0,          1,          0,
       72,     7.60,    43.06,     1.21,     0.81,     0.12,     0.49,          2,          2,          0,          6,          3,          5,          0,          0,         18,          0,          0,          0,          1,          0,          1,          0,
       74,     4.61,    45.95,     1.17,     0.87,     0.09,     0.49,          2,          2,          0,          6,          3,          5,          0,          0,          2,          0,          0,          0,          1,          0,          0,          0,
      279,     6.68,    52.69,     1.10,     0.42,     0.05,     0.49,          2,          2,          0,          6,          2,          0,          0,          0,         30,          0,          0,          0,          1,          0,          0,          0,
       67,     8.76,    41.79,     1.24,     1.08,     0.14,     0.48,          2,          2,          0,          6,          3,          0,          0,          0,         22,          0,          0,          0,          1,          0,          1,          0,
       53,    10.26,    45.28,     1.20,     0.99,     0.11,     0.48,          2,          2,          0,          6,          1,          0,          6,          0,         48,          0,          0,          0,          1,          0,          0,          0,
       38,    32.32,    44.74,     1.30,     0.64,     0.17,     0.48,          2,          2,          0,          6,          1,          5,         10,          0,         34,          0,          0,          0,          1,          0,          0,          0,
       96,    12.99,    53.12,     1.18,     0.37,     0.09,     0.48,          2,          2,          0,          6,          3,          0,          0,          0,         56,          0,          0,          0,          1,          0,          0,          0,
       50,    -0.72,    42.00,     1.24,     0.40,     0.14,     0.47,          2,          2,          0,          6,          2,          5,          0,          0,         31,          0,          0,          0,          1,          0,          2,          0,
       71,    -1.30,    35.21,     1.18,     0.49,     0.12,     0.47,          2,          2,          0,          6,          2,          0,          0,          0,         31,          0,          0,          0,          1,          0,          0,          0,
       86,     4.51,    47.67,     1.15,     0.91,     0.08,     0.47,          2,          2,          0,          6,          3,          0,          0,          0,          2,          0,          0,          0,          1,          0,          0,          0,
      108,    11.60,    56.48,     1.16,     0.35,     0.07,     0.46,          2,          2,          0,          6,          4,          0,          0,          0,         56,          0,          0,          0,          1,          0,          2,          0,
       53,    10.02,    45.28,     1.19,     0.91,     0.11,     0.46,          2,          2,          0,          6,          2,          0,          6,          0,         48,          0,          0,          0,          1,          0,          0,          0,
       38,    31.97,    42.11,     1.29,     0.59,     0.17,     0.46,          2,          2,          0,          6,          2,          5,         10,          0,         34,          0,          0,          0,          1,          0,          0,          0,
      105,    11.46,    55.24,     1.17,     0.36,     0.07,     0.46,          2,          2,          0,          6,          2,          0,          0,          0,         56,          0,          0,          0,          1,          0,          1,          0,
      108,     6.75,    48.15,     1.12,     0.53,     0.06,     0.45,          2,          2,          0,          6,          2,          5,          6,          0,         36,          0,          0,          0,          1,          0,          0,          0,
       74,     4.50,    45.95,     1.16,     0.78,     0.09,     0.45,          2,          2,          0,          6,          2,          5,          0,          0,          2,          0,          0,          0,          1,          0,          1,          0,
      253,     7.67,    55.34,     1.10,     0.32,     0.05,     0.45,          2,          2,          0,          7,          3,          0,          0,          0,         30,          0,          0,          0,          1,          0,          3,          0,
      106,    11.13,    53.77,     1.16,     0.35,     0.07,     0.44,          2,          2,          0,          6,          1,          0,          0,          0,         56,          0,          0,          0,          1,          0,          1,          0,
      358,     4.28,    49.16,     1.07,     0.83,     0.04,     0.44,          2,          2,          0,          6,          2,          5,          0,          0,          1,          0,          0,          0,          1,          0,          0,          0,
      354,     5.23,    48.02,     1.07,     0.85,     0.04,     0.44,          2,          2,          0,          6,          1,          0,          6,          0,          1,          0,          0,          0,          1,          0,          0,          0,
       33,     7.76,    57.58,     1.25,     0.31,     0.10,     0.44,          2,          2,          0,          6,          3,          0,          0,          0,         47,          0,          0,          0,          1,          0,          0,          0,
       47,    19.85,    51.06,     1.20,     0.45,     0.10,     0.43,          2,          2,          0,          6,          1,          5,         10,          0,         32,          0,          0,          0,          1,          0,          0,          0,
       86,     4.53,    47.67,     1.14,     0.84,     0.07,     0.43,          2,          2,          0,          6,          2,          0,          0,          0,          2,          0,          0,          0,          1,          0,          1,          0,
      273,     7.78,    52.01,     1.08,     0.31,     0.04,     0.43,          2,          2,          0,          6,          1,          0,          6,          0,         51,          0,          0,          0,          1,          0,          0,          0,
       90,     3.12,    52.22,     1.14,     0.49,     0.07,     0.43,          2,          2,          0,          6,          4,          5,          0,          0,         23,          0,          0,          0,          1,          0,          4,          0,
       50,     9.40,    46.00,     1.19,     0.82,     0.10,     0.43,          2,          2,          0,          6,          2,          5,          6,          0,         48,          0,          0,          0,          1,          0,          0,          0,
      268,     5.45,    46.64,     1.09,     0.36,     0.05,     0.43,          2,          2,          0,          6,          3,          5,          0,          0,          4,          0,          0,          0,          1,          0,          1,          0,
      273,     5.09,    46.89,     1.09,     0.36,     0.05,     0.43,          2,          2,          0,          6,          2,          5,          0,          0,          4,          0,          0,          0,          1,          0,          2,          0,
      357,     5.45,    48.74,     1.07,     0.77,     0.04,     0.43,          2,          2,          0,          6,          2,          0,          6,          0,          1,          0,          0,          0,          1,          0,          0,          0,
       72,    -1.60,    36.11,     1.16,     0.45,     0.10,     0.42,          2,          2,          0,          6,          4,          0,          0,          0,         31,          0,          0,          0,          1,          0,          1,          0,
       86,     3.31,    38.37,     1.17,     0.33,     0.11,     0.42,          2,          2,          0,          6,          2,          5,         10,          0,         11,          0,          0,          0,          1,          0,          0,          0,
      307,     3.91,    48.53,     1.08,     0.47,     0.04,     0.41,          2,          2,          0,          7,          3,          0,          0,          0,          4,          0,          0,          0,          1,          0,          3,          0,
       56,    13.13,    53.57,     1.16,     0.59,     0.07,     0.41,          2,          2,          0,          6,          4,          5,          0,          0,         38,          0,          0,          0,          1,          0,          4,          0,
       47,    19.68,    48.94,     1.19,     0.41,     0.09,     0.41,          2,          2,          0,          6,          2,          5,         10,          0,         32,          0,          0,          0,          1,          0,          0,          0,
      163,     4.06,    49.08,     1.09,     0.67,     0.05,     0.40,          2,          2,          0,          6,          4,          0,          0,          0,         51,          0,          0,          0,          1,          0,          4,          0,
      106,    10.45,    54.72,     1.14,     0.31,     0.07,     0.40,          2,          2,          0,          6,          2,          5,          0,          0,         56,          0,          0,          0,          1,          0,          0,          0,
      274,     7.60,    51.82,     1.08,     0.28,     0.04,     0.40,          2,          2,          0,          6,          2,          0,          6,          0,         51,          0,          0,          0,          1,          0,          0,          0,
      381,     4.85,    48.82,     1.06,     0.83,     0.03,     0.40,          2,          2,          0,          6,          2,          0,          0,          0,          1,          0,          0,          0,          1,          0,          1,          0,
      119,     1.09,    48.74,     1.10,     0.55,     0.05,     0.40,          2,          2,          0,          6,          3,          5,          0,          0,         23,          0,          0,          0,          1,          0,          1,          0,
       86,     3.03,    39.53,     1.16,     0.31,     0.10,     0.39,          2,          2,          0,          6,          1,          5,         10,          0,         11,          0,          0,          0,          1,          0,          0,          0,
      106,    10.31,    54.72,     1.14,     0.30,     0.06,     0.39,          2,          2,          0,          6,          1,          5,          0,          0,         56,          0,          0,          0,          1,          0,          0,          0,
      106,     3.96,    43.40,     1.12,     0.86,     0.07,     0.39,          2,          2,          0,          6,          2,          0,          0,          0,         18,          0,          0,          0,          1,          0,          1,          0,
      175,     4.75,    46.86,     1.09,     0.63,     0.05,     0.39,          2,          2,          0,          7,          3,          0,          0,          0,         15,          0,          0,          0,          1,          0,          3,          0,
      120,     6.40,    52.50,     1.11,     0.44,     0.05,     0.39,          2,          2,          0,          6,          3,          5,          0,          0,          7,          0,          0,          0,          1,          0,          1,          0,
      124,     4.24,    44.35,     1.11,     0.54,     0.06,     0.38,          2,          2,          0,          6,          4,          2,          0,          0,         15,          0,          0,          0,          1,          0,          4,          0,
       33,     6.30,    51.52,     1.21,     0.27,     0.10,     0.38,          2,          2,          0,          6,          2,          0,          0,          0,         47,          0,          0,          0,          1,          0,          1,          0,
       77,     3.75,    46.75,     1.14,     0.45,     0.08,     0.37,          2,          2,          0,          6,          1,          5,          0,          0,         18,          0,          0,          0,          1,          0,          2,          0,
       48,     0.02,    52.08,     1.19,     0.71,     0.09,     0.37,          2,          2,          0,          6,          4,          5,          0,          0,         22,          0,          0,          0,          1,          0,          4,          0,
      101,    11.61,    56.44,     1.13,     0.28,     0.06,     0.37,          2,          2,          0,          6,          2,          5,          6,          0,         56,          0,          0,          0,          1,          0,          0,          0,
      126,     0.83,    53.97,     1.09,     0.49,     0.04,     0.36,          2,          2,          0,          6,          2,          5,          6,          0,         23,          0,          0,          0,          1,          0,          0,          0,
       64,     5.80,    45.31,     1.15,     0.59,     0.08,     0.36,          2,          2,          0,          6,          2,          5,          0,          0,          2,          0,          0,          0,          1,          0,          2,          0,
      319,     6.14,    49.22,     1.06,     0.48,     0.03,     0.36,          2,          2,          0,          7,          3,          0,          0,          0,          1,          0,          0,          0,          1,          0,          3,          0,
      132,     3.68,    50.76,     1.09,     0.60,     0.04,     0.36,          2,          2,          0,          6,          4,          2,          0,          0,         51,          0,          0,          0,          1,          0,          4,          0,
       88,     3.70,    48.86,     1.11,     0.78,     0.06,     0.36,          2,          2,          0,          6,          4,          0,          0,          0,          2,          0,          0,          0,          1,          0,          2,          0,
      124,     5.59,    48.39,     1.10,     0.46,     0.05,     0.35,          2,          2,          0,          6,          1,          5,          0,          0,          7,          0,          0,          0,          1,          0,          2,          0,
      192,     7.20,    49.48,     1.08,     0.28,     0.04,     0.35,          2,          2,          0,          6,          4,          2,          0,          0,         35,          0,          0,          0,          1,          0,          4,          0,
       66,    13.58,    57.58,     1.17,     0.29,     0.07,     0.35,          2,          2,          0,          6,          3,          5,          0,          0,         56,          0,          0,          0,          1,          0,          1,          0,
       59,    10.46,    55.93,     1.13,     0.48,     0.06,     0.34,          2,          2,          0,          6,          4,          0,          0,          0,         38,          0,          0,          0,          1,          0,          4,          0,
      124,     2.92,    43.55,     1.10,     0.47,     0.05,     0.33,          2,          2,          0,          6,          4,          5,          0,          0,         15,          0,          0,          0,          1,          0,          4,          0,
      389,     2.70,    49.36,     1.05,     0.30,     0.03,     0.33,          2,          2,          0,          6,          4,          0,          0,          0,         51,          0,          0,          0,          1,          0,          1,          0,
       59,    -5.00,    49.15,     1.14,     0.21,     0.07,     0.33,          2,          2,          0,          6,          1,          5,          0,          0,         25,          0,          0,          0,          1,          0,          0,          0,
       67,    -1.18,    41.79,     1.13,     0.46,     0.08,     0.33,          2,          2,          0,          6,          1,          0,          0,          0,         31,          0,          0,          0,          1,          0,          1,          0,
       60,    21.00,    51.67,     1.18,     0.32,     0.09,     0.33,          2,          2,          0,          6,          4,          2,          0,          0,         37,          0,          0,          0,          1,          0,          4,          0,
       91,     5.44,    47.25,     1.12,     0.65,     0.06,     0.33,          2,          2,          0,          6,          2,          0,          0,          0,         18,          0,          0,          0,          1,          0,          2,          0,
      102,    11.15,    55.88,     1.11,     0.23,     0.05,     0.32,          2,          2,          0,          6,          1,          0,          6,          0,         56,          0,          0,          0,          1,          0,          0,          0,
