# TimeStamp   : 2020-06-17 15:12:36
# Strategy    : MasterCode
# Symbol      : BO
# TimeFrame   : M15
# Date Range  : 2010-01-03 --> 2019-12-31
#
#<Strategies/MasterCode.xml>
# <?xml version='1.0' encoding='UTF-8'?>
# <!--
# === All parameters need to be INTEGER ===
# 
#  - Main node within <Inputs> and </Inputs>
# 
#  - Fixed-input parameters are with syntax:
# 
#     <Input>
#       <Name>parameter_name</Name>
#       <Value>0.5</Value>
#     </Input>
# 
#  - Optimizable parameter are with syntax:
# 
#     <OptRange>
#       <Name>parameter_name</Name>
#       <Start>1</Start>
#       <Stop>20</Stop>
#       <Step>1</Step>
#     </OptRange>
# 
# For Backtest: only the <Start> value of <OptRange> parameters is read.
# -->
# <Inputs>
#     <Input>
#         <Name>BOMR_switch</Name>        <!-- 1 = BO, 2 = MR -->
#         <Value>1</Value>
#     </Input>
#     <Input>
#         <Name>Side_switch</Name>        <!-- 1 = L, 2 = S, 3 = both -->
#         <Value>2</Value>
#     </Input>
#     <Input>
#         <Name>MyStop</Name>             <!--  Stop-Loss in USD per contract -->
#         <Value>0</Value>
#     </Input>
#     <OptRange>
#         <Name>POI_switch</Name>         <!-- 1..7:1 -->
#         <Start>1</Start>
#         <Stop>7</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Distance_switch</Name>    <!-- 1..3:1 -->
#         <Start>1</Start>
#         <Stop>3</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>DOW_switch</Name>         <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Intraday_switch</Name>    <!-- 0..10:1 -->
#         <Start>0</Start>
#         <Stop>10</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1L_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>Filter1S_switch</Name>    <!-- 0..50:1 -->
#         <Start>0</Start>
#         <Stop>50</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_long</Name>        <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <OptRange>
#         <Name>fractN_short</Name>       <!-- 0..5:1 -->
#         <Start>0</Start>
#         <Stop>5</Stop>
#         <Step>1</Step>
#     </OptRange>
#     <Input>
#         <Name>epsilon</Name>            <!-- always 0 (used in stability test) -->
#         <Value>0</Value>
#     </Input>
# </Inputs>
#</Strategies/MasterCode.xml>
#
#  Ntrades,  AvgTicks,   WinPerc, PftFactor,    NP/MDD, Expectancy,   Z-score, BOMR_switch, Side_switch,    MyStop, POI_switch, Distance_switch, DOW_switch, Intraday_switch, Filter1L_switch, Filter1S_switch, fractN_long, fractN_short,   epsilon, 
       51,     47.02,     66.67,      3.53,      5.32,      0.84,      2.16,           1,           2,           0,           6,           1,           0,           6,           0,          42,           0,           2,           0, 
       46,     44.52,     63.04,      3.09,      5.67,      0.77,      2.16,           1,           2,           0,           6,           2,           0,           3,           0,           1,           0,           3,           0, 
       72,     28.69,     61.11,      2.69,      4.24,      0.66,      2.16,           1,           2,           0,           6,           1,           0,           6,           0,          39,           0,           2,           0, 
      143,     16.69,     53.15,      1.94,      4.29,      0.44,      2.16,           1,           2,           0,           6,           3,           1,           0,           0,          16,           0,           0,           0, 
       93,     23.84,     62.37,      2.32,      5.06,      0.50,      2.15,           1,           2,           0,           6,           1,           0,           3,           0,          11,           0,           1,           0, 
      146,     16.49,     55.48,      1.94,      3.77,      0.42,      2.15,           1,           2,           0,           6,           1,           3,           0,           0,          16,           0,           1,           0, 
       31,     44.06,     61.29,      4.02,     11.02,      1.17,      2.15,           1,           2,           0,           5,           2,           4,           0,           0,           9,           0,           4,           0, 
       96,     21.79,     55.21,      2.26,      4.55,      0.56,      2.14,           1,           2,           0,           6,           3,           1,           0,           0,           2,           0,           0,           0, 
      107,     21.42,     57.01,      2.12,      4.67,      0.48,      2.14,           1,           2,           0,           6,           1,           0,           3,           0,          15,           0,           1,           0, 
      107,     20.65,     55.14,      2.20,      5.97,      0.54,      2.13,           1,           2,           0,           6,           2,           0,           0,           0,          15,           0,           3,           0, 
       95,     21.20,     57.89,      2.24,      4.35,      0.52,      2.13,           1,           2,           0,           6,           1,           3,           3,           0,          43,           0,           1,           0, 
      100,     23.26,     59.00,      2.18,      4.07,      0.48,      2.13,           1,           2,           0,           6,           1,           3,           6,           0,          25,           0,           1,           0, 
      155,     15.38,     54.84,      1.89,      4.46,      0.40,      2.13,           1,           2,           0,           6,           1,           0,           0,           0,          15,           0,           1,           0, 
      122,     19.11,     57.38,      1.97,      4.30,      0.41,      2.12,           1,           2,           0,           6,           1,           3,           6,           0,           0,           0,           1,           0, 
       38,     56.39,     63.16,      4.38,      8.50,      1.25,      2.12,           1,           2,           0,           6,           1,           1,           0,           0,          29,           0,           2,           0, 
      110,     20.98,     59.09,      2.03,      4.60,      0.42,      2.12,           1,           2,           0,           6,           1,           3,           6,           0,          15,           0,           1,           0, 
      147,     16.04,     54.42,      1.90,      3.78,      0.41,      2.12,           1,           2,           0,           6,           1,           1,           0,           0,          16,           0,           1,           0, 
       62,     33.60,     62.90,      2.65,      4.50,      0.61,      2.12,           1,           2,           0,           6,           1,           3,           3,           0,           1,           0,           1,           0, 
      102,     22.22,     56.86,      2.17,      3.81,      0.51,      2.12,           1,           2,           0,           6,           1,           3,           3,           0,           0,           0,           1,           0, 
       62,     31.52,     61.29,      2.76,      4.12,      0.68,      2.12,           1,           2,           0,           6,           1,           1,           6,           0,          15,           0,           2,           0, 
       80,     26.63,     61.25,      2.48,      4.60,      0.57,      2.12,           1,           2,           0,           6,           1,           3,           3,           0,          25,           0,           1,           0, 
       56,     28.95,     57.14,      3.21,      9.11,      0.95,      2.12,           1,           2,           0,           6,           1,           0,           0,           0,          36,           0,           1,           0, 
      175,     13.85,     56.57,      1.80,      5.07,      0.35,      2.12,           1,           2,           0,           3,           2,           0,           0,           0,          15,           0,           1,           0, 
      102,     22.18,     56.86,      2.17,      3.81,      0.50,      2.12,           1,           2,           0,           6,           1,           3,           3,           0,          48,           0,           1,           0, 
       69,     28.49,     60.87,      2.71,      4.99,      0.67,      2.11,           1,           2,           0,           6,           1,           0,           6,           0,          40,           0,           2,           0, 
       96,     21.53,     57.29,      2.23,      4.45,      0.52,      2.11,           1,           2,           0,           6,           1,           1,           0,           0,           2,           0,           1,           0, 
       63,     31.11,     61.90,      2.74,      5.41,      0.66,      2.10,           1,           2,           0,           6,           1,           0,           3,           0,          16,           0,           2,           0, 
       30,     38.13,     66.67,      3.46,      9.08,      0.82,      2.10,           1,           2,           0,           6,           1,           4,           3,           0,          36,           0,           1,           0, 
      108,     20.19,     54.63,      2.18,      3.97,      0.53,      2.10,           1,           2,           0,           6,           1,           1,           0,           0,          15,           0,           2,           0, 
       43,     49.37,     65.12,      4.38,      8.42,      1.18,      2.10,           1,           2,           0,           6,           1,           0,           0,           0,          29,           0,           2,           0, 
       93,     23.54,     58.06,      2.24,      3.85,      0.52,      2.09,           1,           2,           0,           6,           1,           3,           3,           0,          15,           0,           1,           0, 
      167,     15.19,     58.68,      1.88,      4.15,      0.36,      2.09,           1,           2,           0,           6,           1,           4,           0,           0,          46,           0,           1,           0, 
       67,     29.82,     61.19,      2.51,      4.91,      0.59,      2.09,           1,           2,           0,           6,           3,           0,           3,           0,           1,           0,           0,           0, 
       89,     24.91,     61.80,      2.19,      3.69,      0.46,      2.09,           1,           2,           0,           6,           3,           0,           6,           0,          25,           0,           0,           0, 
      103,     22.83,     56.31,      2.18,      5.08,      0.52,      2.09,           1,           2,           0,           6,           1,           4,           3,           0,          39,           0,           1,           0, 
       33,     33.55,     66.67,      3.33,      8.79,      0.78,      2.09,           1,           2,           0,           6,           1,           0,           3,           0,          36,           0,           1,           0, 
      119,     18.61,     54.62,      2.13,      3.54,      0.51,      2.08,           1,           2,           0,           6,           1,           0,           0,           0,          15,           0,           2,           0, 
       95,     22.04,     57.89,      2.20,      6.16,      0.51,      2.08,           1,           2,           0,           4,           2,           3,           0,           0,          13,           0,           4,           0, 
       53,     36.55,     58.49,      3.00,      4.97,      0.83,      2.07,           1,           2,           0,           6,           1,           0,           6,           0,           6,           0,           1,           0, 
      132,     17.52,     56.82,      1.90,      3.23,      0.39,      2.07,           1,           2,           0,           6,           1,           0,           6,           0,          48,           0,           1,           0, 
       74,     28.58,     60.81,      2.40,      4.91,      0.55,      2.07,           1,           2,           0,           6,           2,           0,           3,           0,          48,           0,           3,           0, 
       49,     39.16,     61.22,      3.14,      4.91,      0.83,      2.07,           1,           2,           0,           6,           1,           0,           3,           0,           6,           0,           1,           0, 
       74,     28.24,     60.81,      2.38,      4.85,      0.54,      2.07,           1,           2,           0,           6,           2,           0,           3,           0,           0,           0,           3,           0, 
       74,     28.24,     60.81,      2.38,      4.85,      0.54,      2.07,           1,           2,           0,           6,           2,           0,           3,           0,          50,           0,           3,           0, 
       44,     41.52,     59.09,      3.57,      3.65,      1.05,      2.07,           1,           2,           0,           6,           1,           1,           3,           0,          26,           0,           2,           0, 
       66,     35.85,     65.15,      2.98,      4.16,      0.69,      2.06,           1,           2,           0,           6,           1,           3,           3,           0,          42,           0,           1,           0, 
      169,     15.18,     59.76,      1.83,      4.20,      0.33,      2.06,           1,           2,           0,           6,           1,           3,           0,           0,          46,           0,           1,           0, 
       71,     26.48,     57.75,      2.47,      4.72,      0.62,      2.06,           1,           2,           0,           6,           1,           1,           6,           0,          22,           0,           2,           0, 
       78,     26.09,     62.82,      2.42,      4.65,      0.53,      2.06,           1,           2,           0,           6,           1,           0,           3,           0,          13,           0,           1,           0, 
       71,     30.86,     64.79,      2.45,      3.98,      0.51,      2.06,           1,           2,           0,           6,           2,           0,           6,           0,          39,           0,           3,           0, 
       55,     34.35,     56.36,      2.96,      5.22,      0.86,      2.06,           1,           2,           0,           6,           1,           1,           3,           0,          40,           0,           2,           0, 
      125,     16.87,     52.00,      2.00,      4.41,      0.48,      2.06,           1,           2,           0,           6,           1,           1,           0,           0,           1,           0,           1,           0, 
      166,     13.36,     53.61,      1.77,      4.23,      0.36,      2.05,           1,           2,           0,           6,           1,           1,           0,           0,          43,           0,           1,           0, 
      188,     13.02,     53.19,      1.74,      5.22,      0.35,      2.05,           1,           2,           0,           3,           3,           1,           0,           0,          22,           0,           0,           0, 
       75,     26.03,     60.00,      2.34,      4.23,      0.54,      2.05,           1,           2,           0,           6,           3,           0,           6,           0,           2,           0,           0,           0, 
       71,     27.93,     61.97,      2.44,      4.82,      0.55,      2.05,           1,           2,           0,           6,           2,           0,           3,           0,          43,           0,           3,           0, 
       37,     37.41,     54.05,      3.31,      8.24,      1.06,      2.05,           1,           2,           0,           5,           2,           0,           0,           0,           9,           0,           4,           0, 
      194,     12.31,     51.03,      1.70,      5.12,      0.34,      2.04,           1,           2,           0,           3,           2,           1,           0,           0,          50,           0,           2,           0, 
      194,     12.31,     51.03,      1.70,      5.12,      0.34,      2.04,           1,           2,           0,           3,           2,           1,           0,           0,           0,           0,           2,           0, 
       81,     25.00,     60.49,      2.33,      4.62,      0.53,      2.04,           1,           2,           0,           6,           1,           3,           3,           0,          11,           0,           1,           0, 
       49,     39.31,     53.06,      2.79,      4.84,      0.84,      2.04,           1,           2,           0,           6,           1,           0,           3,           0,           1,           0,           2,           0, 
       75,     23.53,     48.00,      2.54,      8.17,      0.80,      2.03,           1,           2,           0,           3,           2,           0,           0,           0,          36,           0,           2,           0, 
       98,     22.95,     58.16,      2.07,      4.95,      0.45,      2.03,           1,           2,           0,           6,           3,           0,           6,           0,          13,           0,           0,           0, 
       40,     44.83,     62.50,      4.03,      8.08,      1.14,      2.03,           1,           2,           0,           6,           1,           4,           3,           0,          29,           0,           1,           0, 
      115,     18.60,     58.26,      1.89,      4.27,      0.37,      2.03,           1,           2,           0,           6,           3,           0,           6,           0,          43,           0,           0,           0, 
      122,     18.16,     56.56,      1.91,      3.76,      0.40,      2.02,           1,           2,           0,           6,           1,           3,           6,           0,          50,           0,           1,           0, 
      108,     18.81,     58.33,      1.95,      4.14,      0.40,      2.02,           1,           2,           0,           6,           1,           3,           6,           0,          22,           0,           1,           0, 
      101,     22.14,     58.42,      2.08,      4.60,      0.45,      2.02,           1,           2,           0,           6,           3,           0,           3,           0,          39,           0,           0,           0, 
       59,     33.10,     62.71,      2.81,      5.07,      0.68,      2.02,           1,           2,           0,           5,           2,           0,           0,           0,           2,           0,           4,           0, 
       54,     28.07,     55.56,      3.08,      8.76,      0.92,      2.02,           1,           2,           0,           6,           1,           1,           0,           0,          36,           0,           1,           0, 
      106,     19.98,     56.60,      2.04,      4.93,      0.45,      2.01,           1,           2,           0,           6,           3,           0,           3,           0,          46,           0,           0,           0, 
       42,     49.10,     69.05,      3.63,      6.14,      0.82,      2.01,           1,           2,           0,           3,           2,           1,           0,           0,          29,           0,           1,           0, 
      102,     21.05,     55.88,      2.09,      3.61,      0.48,      2.01,           1,           2,           0,           6,           1,           3,           3,           0,          50,           0,           1,           0, 
      153,     14.63,     52.94,      1.83,      3.98,      0.39,      2.01,           1,           2,           0,           6,           3,           0,           0,           0,          16,           0,           0,           0, 
      160,     13.51,     55.00,      1.81,      5.00,      0.37,      2.01,           1,           2,           0,           3,           2,           0,           0,           0,          15,           0,           2,           0, 
       73,     27.05,     60.27,      2.32,      3.94,      0.52,      2.01,           1,           2,           0,           6,           3,           0,           6,           0,           1,           0,           0,           0, 
       43,     43.98,     60.47,      3.35,      6.18,      0.93,      2.00,           1,           2,           0,           6,           3,           0,           3,           0,          29,           0,           0,           0, 
      180,     12.85,     53.33,      1.72,      3.57,      0.34,      2.00,           1,           2,           0,           6,           1,           1,           0,           0,           0,           0,           1,           0, 
      180,     12.84,     53.33,      1.72,      3.56,      0.34,      2.00,           1,           2,           0,           6,           1,           1,           0,           0,          50,           0,           1,           0, 
      194,     11.71,     51.03,      1.67,      4.87,      0.33,      1.99,           1,           2,           0,           3,           2,           1,           0,           0,          48,           0,           2,           0, 
       52,     32.27,     55.77,      2.87,      7.99,      0.83,      1.99,           1,           2,           0,           5,           2,           4,           0,           0,          25,           0,           4,           0, 
       61,     30.89,     59.02,      2.62,      4.73,      0.67,      1.99,           1,           2,           0,           6,           1,           0,           3,           0,          12,           0,           2,           0, 
       97,     21.31,     63.92,      2.15,      3.49,      0.41,      1.99,           1,           2,           0,           6,           1,           3,           0,           0,          35,           0,           1,           0, 
       73,     27.70,     60.27,      2.34,      4.11,      0.53,      1.99,           1,           2,           0,           6,           2,           0,           6,           0,          40,           0,           3,           0, 
      142,     14.53,     54.23,      1.86,      4.98,      0.39,      1.99,           1,           2,           0,           3,           3,           1,           0,           0,          15,           0,           0,           0, 
